mes,termino,impact_score
2023-03,casual,6.3
2023-03,coat,11.914664992862537
2023-03,crop top,1.9010299956639813
2023-03,denim,2.6
2023-03,dress,9.9
2023-03,faux leather,3.7993405494535817
2023-03,floral,1.6020599913279625
2023-03,green,16.0
2023-03,handbag,0.6
2023-03,heels,3.7481880270062007
2023-03,jacket,3.5
2023-03,jeans,8.3
2023-03,lace,1.6020599913279625
2023-03,leather,3.7993405494535817
2023-03,linen,3.146128035678238
2023-03,maxi dress,5.1
2023-03,mini skirt,0.8999999999999999
2023-03,minimalist,0.8999999999999999
2023-03,pants,2.201029995663981
2023-03,preppy,0.3
2023-03,red,12.0
2023-03,sandals,1.6020599913279625
2023-03,satin,1.6020599913279625
2023-03,sequins,0.3
2023-03,shirt,4.0
2023-03,skirt,4.8
2023-03,slip dress,1.7999999999999998
2023-03,sneakers,2.0
2023-03,streetwear,11.814664992862536
2023-03,sweater,3.2
2023-03,t-shirt,1.0
2023-03,trench coat,5.957332496431269
2023-03,vintage,0.3
2023-03,white,1.9020599913279626
2023-04,animal print,1.7781512503836436
2023-04,athleisure,14.854971441544471
2023-04,avant-garde,8.083903579272736
2023-04,beige,1.9542425094393248
2023-04,bermuda shorts,0.3
2023-04,black,39.502238998652025
2023-04,blazer,4.0
2023-04,blouse,15.481241237375588
2023-04,bodysuit,0.8999999999999999
2023-04,bohemian,2.6720978579357175
2023-04,bomber jacket,1.6
2023-04,brown,2.6720978579357175
2023-04,burgundy,5.15956719323362
2023-04,cargo pants,1.2
2023-04,casual,4.781843587944772
2023-04,cherry red,1.9542425094393248
2023-04,coat,7.001029995663981
2023-04,corduroy,0.6
2023-04,cotton,1.0
2023-04,crop top,0.3
2023-04,dress,27.571971276399758
2023-04,faux leather,10.291358602487405
2023-04,floral,4.977723605288848
2023-04,gray,29.893627398237413
2023-04,green,10.510545010206613
2023-04,handbag,12.325455056635947
2023-04,heels,2.3979400086720375
2023-04,jacket,2.6
2023-04,jeans,4.0
2023-04,lace,3.9020599913279623
2023-04,leather,14.14766110325469
2023-04,linen,11.75956719323362
2023-04,maxi dress,8.095880017344076
2023-04,mini skirt,12.683043716623493
2023-04,minimalist,16.69354517535133
2023-04,mint,14.954242509439325
2023-04,navy,7.654369090975286
2023-04,pants,1.2
2023-04,pink,1.6
2023-04,plaid,0.3
2023-04,preppy,4.999340549453581
2023-04,red,32.936513742478894
2023-04,satin,12.0
2023-04,shirt,30.89211812077025
2023-04,silver,3.204119982655925
2023-04,skirt,28.70023961457347
2023-04,slip dress,1.2
2023-04,streetwear,10.398051951724344
2023-04,sunglasses,43.41447236508384
2023-04,sweater,0.6
2023-04,t-shirt,25.45120903870503
2023-04,trench coat,4.101029995663981
2023-04,turquoise,1.9542425094393248
2023-04,vintage,9.378151250383644
2023-04,white,8.186391215695494
2023-04,y2k,4.6
2023-04,yellow,9.761627184561583
2023-05,animal print,3.924279286061882
2023-05,athleisure,22.423746417051426
2023-05,avant-garde,5.750249108319361
2023-05,bermuda shorts,1.5
2023-05,black,30.486544010125506
2023-05,blouse,11.55836249209525
2023-05,blue,2.6720978579357175
2023-05,bodysuit,0.3
2023-05,bomber jacket,14.377121254719663
2023-05,brown,1.4771212547196624
2023-05,burgundy,1.0
2023-05,cardigan,0.3
2023-05,cargo pants,1.5
2023-05,casual,15.038096291591058
2023-05,coat,41.1328897964913
2023-05,crop top,0.8999999999999999
2023-05,denim,3.3222192947339195
2023-05,dress,22.405149978319905
2023-05,faux leather,25.221026975177047
2023-05,floral,6.644438589467839
2023-05,gray,27.2312715050222
2023-05,green,7.95667304588485
2023-05,heels,2.0
2023-05,jacket,24.577121254719664
2023-05,jeans,0.6
2023-05,leather,31.194154828776746
2023-05,linen,14.911096473669598
2023-05,magenta,0.3
2023-05,maxi dress,12.304119982655925
2023-05,mini skirt,8.081241237375588
2023-05,minimalist,9.800497126653525
2023-05,mint,6.422589839851483
2023-05,navy,3.204119982655925
2023-05,pants,1.5
2023-05,pink,2.6720978579357175
2023-05,plaid,2.445098040014257
2023-05,preppy,3.2222192947339194
2023-05,red,9.28330122870355
2023-05,sandals,4.9943171526696375
2023-05,satin,2.0
2023-05,shirt,0.6
2023-05,skirt,17.08433122436753
2023-05,slip dress,2.8
2023-05,streetwear,27.490222292922564
2023-05,sunglasses,36.12577610449358
2023-05,sweater,1.2
2023-05,t-shirt,0.3
2023-05,trench coat,19.70655051910145
2023-05,turquoise,1.7781512503836436
2023-05,vintage,1.6020599913279625
2023-05,white,13.761579060623156
2023-05,yellow,3.3222192947339195
2023-06,athleisure,16.927369273053827
2023-06,avant-garde,12.183022865268807
2023-06,bermuda shorts,0.6
2023-06,black,8.449632650470075
2023-06,blouse,9.321603926869832
2023-06,bodysuit,1.4771212547196624
2023-06,bohemian,0.6
2023-06,bomber jacket,4.345098040014257
2023-06,boots,0.3
2023-06,brown,2.679181246047625
2023-06,burgundy,4.87978359661681
2023-06,camel,2.361727836017593
2023-06,cargo pants,3.1030899869919435
2023-06,casual,9.38518350805278
2023-06,coat,14.40823996531185
2023-06,corset,2.079181246047625
2023-06,cotton,2.3979400086720375
2023-06,crop top,0.6
2023-06,denim,1.845098040014257
2023-06,dress,30.375846436309157
2023-06,faux leather,4.803089986991944
2023-06,floral,11.773603622632923
2023-06,gray,6.40823996531185
2023-06,handbag,0.3
2023-06,heels,5.7596678446896306
2023-06,hoodie,4.477121254719663
2023-06,jacket,9.146128035678238
2023-06,lace,9.78175537465247
2023-06,leather,7.803089986991944
2023-06,linen,10.45484486000851
2023-06,magenta,2.3979400086720375
2023-06,maxi dress,12.078151250383645
2023-06,mesh,1.0
2023-06,mini skirt,3.5020599913279624
2023-06,minimalist,3.9030899869919438
2023-06,navy,1.6020599913279625
2023-06,pants,3.7030899869919436
2023-06,pink,1.0
2023-06,plaid,2.6781512503836433
2023-06,preppy,2.9781512503836436
2023-06,red,10.565847818673518
2023-06,sandals,3.57978359661681
2023-06,satin,1.3010299956639813
2023-06,shirt,20.146051296874866
2023-06,skirt,8.904119982655924
2023-06,slip dress,0.8999999999999999
2023-06,sneakers,2.361727836017593
2023-06,streetwear,22.922262262493113
2023-06,suede,0.3
2023-06,sunglasses,8.010299956639813
2023-06,sweater,3.6
2023-06,t-shirt,15.326507361332997
2023-06,trench coat,4.704119982655925
2023-06,velvet,0.3
2023-06,vintage,2.57978359661681
2023-06,white,9.041392685158225
2023-06,y2k,2.661727836017593
2023-06,yellow,4.57978359661681
2023-07,athleisure,16.00758160475063
2023-07,avant-garde,4.563787827345555
2023-07,beige,1.2
2023-07,bermuda shorts,1.2
2023-07,black,34.322170259114536
2023-07,blazer,6.0
2023-07,blouse,19.69230038485908
2023-07,blue,2.0
2023-07,bodysuit,10.3
2023-07,bohemian,2.6720978579357175
2023-07,bomber jacket,0.8999999999999999
2023-07,boots,1.845098040014257
2023-07,cargo pants,3.0
2023-07,casual,8.162757831681574
2023-07,coat,4.5
2023-07,crop top,0.3
2023-07,denim,4.0
2023-07,dress,37.671853035189194
2023-07,faux leather,6.802059991327963
2023-07,floral,4.795880017344075
2023-07,gray,18.750933681774633
2023-07,green,7.556302500767288
2023-07,grunge,0.3
2023-07,handbag,10.556302500767288
2023-07,heels,5.845098040014257
2023-07,hoodie,0.6
2023-07,jacket,3.8
2023-07,jeans,0.3
2023-07,lace,12.165570740632901
2023-07,leather,14.102059991327963
2023-07,linen,3.6979400086720373
2023-07,loafers,1.845098040014257
2023-07,magenta,2.3979400086720375
2023-07,maxi dress,11.672097857935718
2023-07,mini skirt,0.8999999999999999
2023-07,minimalist,9.750249108319363
2023-07,navy,3.9802112417116065
2023-07,pants,9.9
2023-07,pink,2.3979400086720375
2023-07,plaid,0.3
2023-07,preppy,4.52221929473392
2023-07,red,15.681241237375588
2023-07,sandals,2.0
2023-07,satin,2.3979400086720375
2023-07,shirt,53.91039746213459
2023-07,silk,2.3979400086720375
2023-07,silver,3.204119982655925
2023-07,skirt,7.540362689494244
2023-07,slip dress,4.756302500767287
2023-07,sneakers,8.361727836017593
2023-07,streetwear,8.812605001534575
2023-07,sunglasses,34.11547614785377
2023-07,sweater,0.3
2023-07,t-shirt,45.022462113498236
2023-07,tie dye,1.3010299956639813
2023-07,trench coat,2.2
2023-07,vintage,5.379181246047625
2023-07,white,25.091025335628302
2023-07,y2k,3.5617278360175932
2023-07,yellow,5.902059991327962
2023-08,animal print,7.778151250383644
2023-08,athleisure,26.59075625191822
2023-08,avant-garde,2.6979400086720373
2023-08,bermuda shorts,1.2
2023-08,black,5.3979400086720375
2023-08,blouse,7.596910013008056
2023-08,bodysuit,0.6
2023-08,bohemian,1.9020599913279626
2023-08,bomber jacket,11.011575005870593
2023-08,brown,4.57415784926368
2023-08,burgundy,1.6020599913279625
2023-08,cargo pants,4.954242509439325
2023-08,casual,7.776091259055681
2023-08,coat,37.79281624324618
2023-08,cotton,1.6020599913279625
2023-08,crop top,0.6
2023-08,denim,0.6
2023-08,dress,19.73445375115093
2023-08,faux leather,7.803089986991944
2023-08,floral,3.6989700043360187
2023-08,gray,0.3
2023-08,grunge,0.3
2023-08,handbag,0.6
2023-08,heels,3.2720978579357176
2023-08,hoodie,0.6
2023-08,jacket,14.311575005870594
2023-08,jeans,1.7999999999999998
2023-08,lace,11.681241237375588
2023-08,leather,12.803089986991944
2023-08,leopard print,0.3
2023-08,linen,6.095880017344075
2023-08,maxi dress,8.456302500767288
2023-08,mini skirt,8.551279103983342
2023-08,minimalist,4.6
2023-08,mint,1.0
2023-08,pants,5.254242509439324
2023-08,periwinkle,0.3
2023-08,pink,0.3
2023-08,plaid,4.6
2023-08,polka dot,1.9020599913279626
2023-08,preppy,5.3
2023-08,red,12.40823996531185
2023-08,sandals,5.57415784926368
2023-08,satin,4.380211241711606
2023-08,shirt,9.588696260590257
2023-08,skirt,17.23149034569495
2023-08,slip dress,1.5
2023-08,streetwear,31.32239128253805
2023-08,striped,3.079181246047625
2023-08,sweater,1.6010299956639813
2023-08,t-shirt,3.555272505103306
2023-08,tie dye,1.9542425094393248
2023-08,trench coat,18.735483746814914
2023-08,vintage,3.9989700043360186
2023-08,white,6.096910013008056
2023-08,wool,2.3979400086720375
2023-08,y2k,0.6
2023-08,yellow,4.681241237375588
2023-09,animal print,5.470805425989315
2023-09,athleisure,114.62826129293887
2023-09,avant-garde,63.55856011050914
2023-09,beige,13.411309510866817
2023-09,bermuda shorts,2.7337815004603723
2023-09,black,30.68370798439033
2023-09,blouse,31.22501396021571
2023-09,blue,1.2
2023-09,bodysuit,14.474649000077962
2023-09,bohemian,7.170122905018013
2023-09,bomber jacket,21.083150363658582
2023-09,boots,8.4
2023-09,brown,10.9234155330615
2023-09,burgundy,3.8999999999999995
2023-09,cardigan,4.597940008672038
2023-09,cargo pants,7.825024865003755
2023-09,casual,11.562757831681575
2023-09,coat,105.62233021141442
2023-09,coquette,11.22673900438956
2023-09,corduroy,0.3
2023-09,corset,42.909898972410105
2023-09,cotton,8.150870027397904
2023-09,crop top,8.575055755764744
2023-09,denim,10.33120238795446
2023-09,dress,202.10293549806698
2023-09,faux leather,62.2836363506648
2023-09,floral,1.2
2023-09,gorpcore,3.683947130751512
2023-09,gray,5.370805425989316
2023-09,green,9.6
2023-09,handbag,17.283221703957263
2023-09,heels,71.37477999925568
2023-09,hoodie,2.4
2023-09,jacket,63.27814025885968
2023-09,jeans,9.93120238795446
2023-09,khaki,1.2
2023-09,lace,18.080204129305145
2023-09,leather,86.46434654423257
2023-09,leopard print,0.3
2023-09,linen,5.638764005203222
2023-09,loafers,63.04509804001425
2023-09,magenta,9.577905475362662
2023-09,maxi dress,74.09869153670711
2023-09,mesh,20.0811617126293
2023-09,mini skirt,44.34178196749835
2023-09,minimalist,34.01168801868446
2023-09,mohair,3.3979400086720375
2023-09,pants,11.17589489240166
2023-09,periwinkle,1.2
2023-09,pink,9.936589637610663
2023-09,plaid,1.2
2023-09,preppy,23.29405214950676
2023-09,quiet luxury,0.3
2023-09,red,72.38539704533454
2023-09,sandals,66.25921568803136
2023-09,satin,4.7298289913815035
2023-09,sequins,1.2
2023-09,shirt,1.0
2023-09,silk,17.984216848102935
2023-09,silver,1.0
2023-09,skirt,139.83925582250652
2023-09,slip dress,22.001784790720734
2023-09,sneakers,29.045098040014256
2023-09,streetwear,41.981686253015916
2023-09,striped,3.6834527226502423
2023-09,suede,25.434091731355167
2023-09,sunglasses,36.27465712774616
2023-09,sweater,19.099999999999998
2023-09,trench coat,42.384111420541956
2023-09,turquoise,3.045098040014257
2023-09,velvet,9.318519480514686
2023-09,vintage,8.4
2023-09,white,22.073873542774827
2023-09,wool,20.750870027397905
2023-09,y2k,9.34749685459731
2023-09,yellow,8.214117648017108
2023-10,animal print,13.490501934308062
2023-10,athleisure,101.95160615244994
2023-10,avant-garde,47.99970791978794
2023-10,beige,9.4
2023-10,bermuda shorts,4.199999999999999
2023-10,black,25.934635661420675
2023-10,blazer,9.2
2023-10,blouse,36.13090165741079
2023-10,blue,5.8
2023-10,bodysuit,17.724686343797774
2023-10,bohemian,6.638764005203222
2023-10,bomber jacket,21.61186693337197
2023-10,boots,7.703089986991944
2023-10,brown,15.619552288568583
2023-10,burgundy,3.4
2023-10,cargo pants,1.7999999999999998
2023-10,casual,11.33272736730153
2023-10,cherry red,4.808577420850824
2023-10,chiffon,1.6020599913279625
2023-10,coat,69.9395145980594
2023-10,cobalt blue,3.4
2023-10,coquette,5.6020599913279625
2023-10,corset,12.406179973983887
2023-10,cotton,2.4
2023-10,crop top,4.2
2023-10,denim,9.881183617030809
2023-10,dress,140.6952235862298
2023-10,faux leather,39.84454840089395
2023-10,floral,9.77755601929939
2023-10,gray,5.699999999999999
2023-10,green,21.00102999566398
2023-10,grunge,4.897475632640476
2023-10,handbag,24.343670843306594
2023-10,heels,72.95069675604724
2023-10,hoodie,2.5
2023-10,jacket,37.65695794469916
2023-10,jeans,4.983707984390332
2023-10,lace,4.936732022768204
2023-10,leather,59.85969604457504
2023-10,leopard print,7.517636516990784
2023-10,linen,7.68988795837422
2023-10,loafers,64.6141176480171
2023-10,magenta,10.814797643914126
2023-10,maxi dress,58.426994674966544
2023-10,mesh,22.199927145750436
2023-10,mini skirt,18.804890254773202
2023-10,minimalist,28.252909662113275
2023-10,mint,2.0
2023-10,mohair,1.0
2023-10,navy,1.3010299956639813
2023-10,olive,14.18036404530876
2023-10,pants,4.5
2023-10,pink,14.960037731885086
2023-10,plaid,2.5020599913279624
2023-10,polka dot,6.40823996531185
2023-10,preppy,24.442898649331504
2023-10,quiet luxury,6.0
2023-10,red,20.43104941044438
2023-10,sandals,65.75663610824584
2023-10,satin,5.56329598612474
2023-10,sequins,2.0
2023-10,shirt,26.58654401929265
2023-10,silk,19.118156034802027
2023-10,skirt,54.45410124875632
2023-10,slip dress,20.797800307268133
2023-10,sneakers,27.70102999566398
2023-10,streetwear,28.454106654692865
2023-10,suede,12.943670843306593
2023-10,sunglasses,14.714156357642226
2023-10,sweater,18.172545505663592
2023-10,t-shirt,5.204119982655925
2023-10,trench coat,33.755806613669066
2023-10,turquoise,4.2
2023-10,velvet,5.606517429522861
2023-10,vintage,16.460756090901775
2023-10,white,21.361149627425124
2023-10,wool,13.6
2023-10,y2k,7.698505628304457
2023-10,yellow,8.761235994796778
2023-11,animal print,3.1224719895935547
2023-11,athleisure,104.43754236222303
2023-11,avant-garde,41.96507395076526
2023-11,beige,24.05920401236176
2023-11,bermuda shorts,0.8999999999999999
2023-11,black,12.647541403504057
2023-11,blazer,1.2
2023-11,blouse,38.07146271150108
2023-11,blue,2.2141176480171083
2023-11,bodysuit,6.65570312020223
2023-11,bohemian,4.8
2023-11,bomber jacket,40.37453663156057
2023-11,boots,6.8
2023-11,brown,10.618041354532378
2023-11,burgundy,9.253763738249193
2023-11,camel,3.922471989593555
2023-11,cargo pants,15.857796811237124
2023-11,casual,10.79328206256541
2023-11,cherry red,1.2
2023-11,coat,113.73796834249974
2023-11,corduroy,1.2
2023-11,corset,13.161418816088547
2023-11,cotton,1.2
2023-11,crop top,10.358328829096601
2023-11,denim,8.602059991327963
2023-11,dress,119.17647250199653
2023-11,faux leather,49.28995391793828
2023-11,gray,4.756636108245848
2023-11,green,8.214117648017108
2023-11,grunge,1.2
2023-11,handbag,11.3
2023-11,heels,66.80862672854872
2023-11,hoodie,3.8250248650037557
2023-11,jacket,71.40993075010026
2023-11,jeans,16.132771946233365
2023-11,khaki,4.0
2023-11,lace,6.782074956898914
2023-11,leather,73.82127920096443
2023-11,linen,8.184737980054313
2023-11,loafers,63.04509804001425
2023-11,magenta,10.516521569930767
2023-11,maxi dress,56.69338153862081
2023-11,mesh,1.0
2023-11,mini skirt,21.537033592592653
2023-11,minimalist,8.5
2023-11,mint,1.2
2023-11,mohair,2.4
2023-11,navy,6.710528178707288
2023-11,olive,31.83331531638641
2023-11,pants,17.05779681123712
2023-11,periwinkle,2.5367320227682044
2023-11,pink,15.127772107817771
2023-11,plaid,6.487999872404836
2023-11,polka dot,3.7323937598229686
2023-11,preppy,11.164325981788721
2023-11,quiet luxury,3.9791644145483014
2023-11,red,18.38460011324225
2023-11,sandals,60.09019608002851
2023-11,satin,4.3
2023-11,sequins,1.2
2023-11,shirt,8.437526906643551
2023-11,silk,6.237762018432186
2023-11,skirt,75.37841637085845
2023-11,slip dress,11.558328829096602
2023-11,sneakers,34.8
2023-11,streetwear,53.60106623457698
2023-11,striped,1.3010299956639813
2023-11,suede,3.0
2023-11,sunglasses,4.4
2023-11,sweater,13.731363764158987
2023-11,t-shirt,2.379181246047625
2023-11,tie dye,2.5010299956639814
2023-11,trench coat,55.00358738812471
2023-11,turquoise,2.4
2023-11,velvet,6.827916124821861
2023-11,vintage,18.783351243067177
2023-11,white,23.84478869212663
2023-11,wool,11.2
2023-11,y2k,8.581658522216422
2023-12,animal print,3.3508700273979044
2023-12,athleisure,89.84018871538458
2023-12,avant-garde,80.78326915575217
2023-12,beige,6.0
2023-12,bermuda shorts,2.2
2023-12,black,50.57469076552744
2023-12,blazer,5.4733216603788675
2023-12,blouse,33.238484676233895
2023-12,blue,5.301029995663981
2023-12,bodysuit,7.852881653220331
2023-12,bohemian,16.782208570600105
2023-12,bomber jacket,26.601388803886234
2023-12,boots,4.4
2023-12,brown,25.108937320111437
2023-12,burgundy,3.5999999999999996
2023-12,cargo pants,7.2
2023-12,casual,15.319449696057106
2023-12,coat,81.63038117678144
2023-12,cobalt blue,1.0
2023-12,coquette,6.0979796932345876
2023-12,corduroy,1.0
2023-12,corset,7.604119982655925
2023-12,cotton,6.0
2023-12,crop top,8.11208566558209
2023-12,denim,14.961264502847456
2023-12,dress,234.58367513731173
2023-12,faux leather,45.566380407908916
2023-12,floral,4.575496027971426
2023-12,gorpcore,10.946643320757735
2023-12,gray,11.934700040333185
2023-12,green,16.346128035678237
2023-12,handbag,9.44833343639576
2023-12,heels,46.699999999999996
2023-12,hoodie,3.1
2023-12,jacket,82.36489813054126
2023-12,jeans,15.3
2023-12,lace,4.5528816532203304
2023-12,lavender,4.375496027971426
2023-12,leather,67.53136808332391
2023-12,leopard print,1.845098040014257
2023-12,linen,19.388885971603184
2023-12,loafers,71.39999999999999
2023-12,magenta,20.43289501623239
2023-12,maxi dress,46.05740171529439
2023-12,mesh,5.370805425989316
2023-12,mini skirt,7.901029995663981
2023-12,minimalist,15.488865895668116
2023-12,mint,1.0
2023-12,navy,1.3010299956639813
2023-12,pants,8.399999999999999
2023-12,periwinkle,4.259204012361759
2023-12,pink,25.536898261835226
2023-12,plaid,4.214117648017108
2023-12,polka dot,1.845098040014257
2023-12,preppy,12.85044291509853
2023-12,quiet luxury,3.259204012361759
2023-12,red,25.723661216161766
2023-12,sandals,63.54616294870779
2023-12,satin,4.816177639345071
2023-12,sequins,1.7725455056635948
2023-12,shirt,6.204119982655925
2023-12,silk,25.333016972316432
2023-12,silver,4.44967122218987
2023-12,skirt,47.908554471028985
2023-12,slip dress,9.9
2023-12,sneakers,36.0
2023-12,streetwear,56.4494432571135
2023-12,suede,18.531749493146883
2023-12,sunglasses,20.171756987239522
2023-12,sweater,20.80102999566398
2023-12,t-shirt,1.3010299956639813
2023-12,tie dye,1.0
2023-12,trench coat,36.27752777143025
2023-12,turquoise,4.849671222189871
2023-12,velvet,7.656253490053927
2023-12,vintage,3.7612359947967775
2023-12,white,27.15220009646575
2023-12,wool,24.2
2023-12,y2k,7.1708054259893155
2023-12,yellow,8.248767984575375
2024-01,athleisure,13.701029995663982
2024-01,avant-garde,1.5
2024-01,bermuda shorts,2.6
2024-01,black,9.079181246047625
2024-01,blouse,3.378151250383644
2024-01,blue,1.0
2024-01,bodysuit,0.3
2024-01,bohemian,0.3
2024-01,bomber jacket,3.0
2024-01,boots,1.0
2024-01,brown,2.0
2024-01,cardigan,0.3
2024-01,cargo pants,2.8
2024-01,casual,4.804119982655925
2024-01,coat,10.356302500767288
2024-01,cobalt blue,1.0
2024-01,coquette,2.0
2024-01,crop top,0.8999999999999999
2024-01,dress,5.904119982655924
2024-01,faux leather,1.5
2024-01,floral,2.0
2024-01,heels,1.0
2024-01,jacket,3.5999999999999996
2024-01,jeans,0.3
2024-01,lace,5.301029995663981
2024-01,leather,10.5
2024-01,linen,2.601029995663981
2024-01,maxi dress,3.4020599913279623
2024-01,mini skirt,6.701029995663982
2024-01,minimalist,0.3
2024-01,pants,9.305149978319907
2024-01,pink,4.0
2024-01,plaid,0.3
2024-01,preppy,1.9
2024-01,red,11.602059991327963
2024-01,shirt,3.504119982655925
2024-01,silk,2.3
2024-01,skirt,16.382271233039567
2024-01,slip dress,0.3
2024-01,sneakers,8.3
2024-01,streetwear,9.303089986991942
2024-01,striped,1.0
2024-01,suede,4.3
2024-01,sweater,0.3
2024-01,t-shirt,1.6020599913279625
2024-01,tie dye,1.6020599913279625
2024-01,trench coat,4.778151250383644
2024-01,vintage,7.301029995663981
2024-01,white,3.680211241711606
2024-01,wool,1.6010299956639813
2024-01,y2k,3.5020599913279624
2024-02,athleisure,10.40848501887865
2024-02,avant-garde,0.6
2024-02,beige,0.3
2024-02,bermuda shorts,1.2
2024-02,black,0.3
2024-02,blazer,0.3
2024-02,blouse,2.5020599913279624
2024-02,bodysuit,9.162727528317975
2024-02,bomber jacket,1.7999999999999998
2024-02,brown,0.8999999999999999
2024-02,cargo pants,7.4084850188786495
2024-02,coat,1.2
2024-02,coquette,1.4771212547196624
2024-02,crop top,4.431363764158987
2024-02,denim,0.3
2024-02,dress,6.780211241711607
2024-02,floral,1.0
2024-02,green,11.816970037757299
2024-02,hoodie,0.6
2024-02,jacket,3.7020599913279626
2024-02,lace,1.3010299956639813
2024-02,leather,1.0
2024-02,linen,2.3010299956639813
2024-02,maxi dress,2.6771212547196623
2024-02,mini skirt,0.6
2024-02,mohair,0.3
2024-02,navy,0.3
2024-02,pants,7.708485018878649
2024-02,pink,10.339848783037636
2024-02,plaid,0.3
2024-02,polka dot,0.3
2024-02,preppy,1.2
2024-02,red,7.6020599913279625
2024-02,silk,3.079181246047625
2024-02,skirt,2.1
2024-02,slip dress,0.3
2024-02,sneakers,0.6
2024-02,streetwear,3.9
2024-02,sweater,2.201029995663981
2024-02,trench coat,1.2
2024-02,vintage,1.6010299956639813
2024-02,white,2.9020599913279623
2024-03,athleisure,4.3
2024-03,avant-garde,2.0781512503836437
2024-03,black,13.778151250383644
2024-03,blazer,7.778151250383644
2024-03,blouse,2.3781512503836435
2024-03,bodysuit,0.6
2024-03,bomber jacket,1.2
2024-03,boots,2.0
2024-03,burgundy,0.3
2024-03,cargo pants,0.6
2024-03,casual,0.3
2024-03,coat,1.9
2024-03,crop top,0.3
2024-03,denim,2.0781512503836437
2024-03,dress,26.83445375115093
2024-03,faux leather,5.456302500767288
2024-03,green,2.0
2024-03,heels,2.0
2024-03,hoodie,0.3
2024-03,jacket,5.2
2024-03,jeans,0.3
2024-03,lace,4.0
2024-03,leather,16.83445375115093
2024-03,linen,0.6
2024-03,loafers,1.0
2024-03,maxi dress,4.756302500767287
2024-03,mesh,0.6
2024-03,minimalist,2.0781512503836437
2024-03,mohair,1.0
2024-03,pants,0.6
2024-03,plaid,0.3
2024-03,preppy,0.6
2024-03,quiet luxury,2.3
2024-03,red,35.778151250383644
2024-03,sandals,2.0
2024-03,sequins,2.0
2024-03,shirt,3.3979400086720375
2024-03,silk,0.6
2024-03,skirt,2.0781512503836437
2024-03,sneakers,0.3
2024-03,streetwear,1.9
2024-03,striped,2.0
2024-03,suede,2.0
2024-03,sweater,0.6
2024-03,t-shirt,1.6989700043360187
2024-03,trench coat,0.3
2024-03,vintage,6.0
2024-03,white,5.778151250383644
2024-03,wool,0.3
2024-04,athleisure,30.08779175647704
2024-04,avant-garde,1.3010299956639813
2024-04,beige,2.0
2024-04,bermuda shorts,2.5010299956639814
2024-04,blouse,48.308738013334576
2024-04,blue,2.7913616938342725
2024-04,bodysuit,0.6
2024-04,bohemian,0.3
2024-04,bomber jacket,3.579181246047625
2024-04,cardigan,1.5
2024-04,cargo pants,1.7999999999999998
2024-04,casual,0.3
2024-04,coat,10.4345689040342
2024-04,cotton,8.3167249841905
2024-04,crop top,0.8999999999999999
2024-04,denim,0.3
2024-04,dress,175.67540637334653
2024-04,faux leather,2.201029995663981
2024-04,floral,5.625826713285711
2024-04,gorpcore,0.3
2024-04,gray,0.6
2024-04,green,4.477121254719663
2024-04,handbag,2.9020599913279623
2024-04,heels,2.6222192947339193
2024-04,hoodie,0.6
2024-04,jacket,9.489841409137505
2024-04,jeans,0.3
2024-04,lace,4.0
2024-04,leather,2.201029995663981
2024-04,linen,6.697940008672037
2024-04,magenta,2.679181246047625
2024-04,maxi dress,75.63969249511257
2024-04,mini skirt,5.277121254719662
2024-04,minimalist,2.7771212547196624
2024-04,mohair,1.3010299956639813
2024-04,pants,2.4
2024-04,plaid,3.2020599913279626
2024-04,preppy,2.9010299956639813
2024-04,red,72.49611014876312
2024-04,satin,9.869214112841027
2024-04,sequins,1.3010299956639813
2024-04,shirt,2.379181246047625
2024-04,silk,12.229249764200661
2024-04,skirt,43.70927512449554
2024-04,slip dress,16.411329952303795
2024-04,sneakers,4.644438589467839
2024-04,streetwear,11.200370545117563
2024-04,striped,0.3
2024-04,sunglasses,0.3
2024-04,sweater,0.8999999999999999
2024-04,t-shirt,0.3
2024-04,trench coat,4.402059991327962
2024-04,velvet,2.230448921378274
2024-04,vintage,1.2
2024-04,white,4.3
2024-04,y2k,0.3
2024-05,athleisure,29.189071908347394
2024-05,avant-garde,0.3
2024-05,beige,2.9127838567197353
2024-05,bermuda shorts,5.190196080028514
2024-05,black,4.3
2024-05,blazer,0.6
2024-05,blouse,67.30193949398426
2024-05,blue,2.4913616938342726
2024-05,bomber jacket,6.3
2024-05,brown,5.1129133566428555
2024-05,cargo pants,9.002430536445525
2024-05,casual,6.3
2024-05,coat,12.714471949629303
2024-05,coquette,2.653212513775344
2024-05,cotton,44.516436166375534
2024-05,crop top,4.453212513775344
2024-05,denim,6.16599637049508
2024-05,dress,159.86188737501521
2024-05,faux leather,0.8999999999999999
2024-05,floral,29.924602368732813
2024-05,green,14.43649392076012
2024-05,grunge,0.3
2024-05,handbag,6.048551739201578
2024-05,heels,2.146128035678238
2024-05,jacket,9.624275869600789
2024-05,jeans,0.8999999999999999
2024-05,lace,57.08918399773076
2024-05,leather,0.8999999999999999
2024-05,linen,48.08169350979575
2024-05,magenta,5.894316062684439
2024-05,maxi dress,75.95602189598749
2024-05,mini skirt,1.7999999999999998
2024-05,minimalist,2.9127838567197353
2024-05,navy,0.3
2024-05,pants,9.602430536445524
2024-05,pink,2.1450980400142567
2024-05,plaid,1.2
2024-05,polka dot,0.3
2024-05,preppy,3.4
2024-05,red,42.915668872095054
